7-111-R.toTranscriptome.sort	7-7-R.toTranscriptome.sort
	ENSMUST00000217382
	ENSMUST00000000769
	ENSMUST00000112115
	ENSMUST00000050480
	ENSMUST00000106953
	ENSMUST00000107257
	ENSMUST00000031229
	ENSMUST00000155671
	ENSMUST00000119201
	ENSMUST00000116578
	ENSMUST00000164375
	ENSMUST00000065308
	ENSMUST00000177371
	ENSMUST00000054344
	ENSMUST00000040110
	ENSMUST00000114863
	ENSMUST00000127698
	ENSMUST00000109127
	ENSMUST00000200659
	ENSMUST00000216372
	ENSMUST00000028017
	ENSMUST00000048188
	ENSMUST00000212221
	ENSMUST00000005255
	ENSMUST00000062991
	ENSMUST00000055808
	ENSMUST00000030360
	ENSMUST00000044530
	ENSMUST00000102581
	ENSMUST00000084434
	ENSMUST00000098402
	ENSMUST00000094161
	ENSMUST00000079642
	ENSMUST00000042471
	ENSMUST00000112538
	ENSMUST00000066888
	ENSMUST00000033494
	ENSMUST00000056391
	ENSMUST00000074425
	ENSMUST00000033621
	ENSMUST00000217570
	ENSMUST00000115330
	ENSMUST00000039725
	ENSMUST00000197748
	ENSMUST00000172818
	ENSMUST00000084731
	ENSMUST00000112610
	ENSMUST00000043848
	ENSMUST00000017604
	ENSMUST00000015157
	ENSMUST00000109736
	ENSMUST00000074371
	ENSMUST00000164119
	ENSMUST00000021077
	ENSMUST00000115168
	ENSMUST00000022925
	ENSMUST00000168461
	ENSMUST00000037409
	ENSMUST00000035925
	ENSMUST00000215875
	ENSMUST00000103146
	ENSMUST00000188371
	ENSMUST00000114792
	ENSMUST00000113229
	ENSMUST00000001452
	ENSMUST00000016569
	ENSMUST00000049257
	ENSMUST00000006035
	ENSMUST00000003268
	ENSMUST00000050735
	ENSMUST00000113792
	ENSMUST00000074912
	ENSMUST00000037473
	ENSMUST00000021120
	ENSMUST00000048432
	ENSMUST00000071792
	ENSMUST00000094065
	ENSMUST00000113146
	ENSMUST00000114748
	ENSMUST00000002452
	ENSMUST00000040583
	ENSMUST00000020446
	ENSMUST00000041830
	ENSMUST00000094695
	ENSMUST00000079788
	ENSMUST00000037029
	ENSMUST00000168720
	ENSMUST00000019913
	ENSMUST00000004968
	ENSMUST00000022115
	ENSMUST00000046869
	ENSMUST00000035934
	ENSMUST00000171797
	ENSMUST00000052678
	ENSMUST00000102590
	ENSMUST00000031534
	ENSMUST00000114913
	ENSMUST00000020381
	ENSMUST00000190574
	ENSMUST00000025294
	ENSMUST00000033210
	ENSMUST00000183404
	ENSMUST00000111117
	ENSMUST00000091142
	ENSMUST00000022613
	ENSMUST00000050027
	ENSMUST00000040518
	ENSMUST00000097419
	ENSMUST00000033342
	ENSMUST00000067476
	ENSMUST00000019965
	ENSMUST00000204059
	ENSMUST00000131306
	ENSMUST00000043814
	ENSMUST00000112046
	ENSMUST00000032802
	ENSMUST00000109300
	ENSMUST00000115222
	ENSMUST00000014546
	ENSMUST00000129680
	ENSMUST00000030284
	ENSMUST00000024873
	ENSMUST00000112248
	ENSMUST00000176047
	ENSMUST00000036004
	ENSMUST00000043195
	ENSMUST00000102872
	ENSMUST00000093157
	ENSMUST00000047815
	ENSMUST00000046244
	ENSMUST00000045918
	ENSMUST00000102484
	ENSMUST00000077290
	ENSMUST00000020827
	ENSMUST00000039631
	ENSMUST00000113102
	ENSMUST00000031984
	ENSMUST00000053498
	ENSMUST00000071703
	ENSMUST00000114389
	ENSMUST00000004172
	ENSMUST00000018992
	ENSMUST00000030076
	ENSMUST00000101347
	ENSMUST00000094331
	ENSMUST00000043526
	ENSMUST00000154293
	ENSMUST00000073418
	ENSMUST00000026986
	ENSMUST00000046506
	ENSMUST00000170489
	ENSMUST00000023502
	ENSMUST00000023075
	ENSMUST00000041208
	ENSMUST00000008537
	ENSMUST00000003451
	ENSMUST00000056237
	ENSMUST00000041008
	ENSMUST00000115076
	ENSMUST00000110510
	ENSMUST00000122412
	ENSMUST00000001724
	ENSMUST00000052566
	ENSMUST00000081170
	ENSMUST00000117355
	ENSMUST00000040179
	ENSMUST00000028948
	ENSMUST00000007993
	ENSMUST00000216816
	ENSMUST00000094339
	ENSMUST00000109278
	ENSMUST00000119336
	ENSMUST00000004565
	ENSMUST00000042235
	ENSMUST00000049813
	ENSMUST00000038574
	ENSMUST00000021479
	ENSMUST00000021870
	ENSMUST00000004120
	ENSMUST00000112380
	ENSMUST00000111035
	ENSMUST00000037370
	ENSMUST00000044475
	ENSMUST00000168887
	ENSMUST00000024697
	ENSMUST00000191046
	ENSMUST00000020717
	ENSMUST00000001115
	ENSMUST00000022030
	ENSMUST00000022246
	ENSMUST00000098574
	ENSMUST00000041055
	ENSMUST00000002436
	ENSMUST00000181767
	ENSMUST00000019075
	ENSMUST00000023694
	ENSMUST00000111993
	ENSMUST00000029684
	ENSMUST00000025186
	ENSMUST00000029783
	ENSMUST00000020288
	ENSMUST00000068892
	ENSMUST00000094917
	ENSMUST00000055006
	ENSMUST00000208694
	ENSMUST00000035336
	ENSMUST00000040021
	ENSMUST00000123836
	ENSMUST00000101205
	ENSMUST00000126854
	ENSMUST00000033139
	ENSMUST00000030660
	ENSMUST00000046807
	ENSMUST00000169570
	ENSMUST00000027153
	ENSMUST00000017851
	ENSMUST00000030134
	ENSMUST00000116563
	ENSMUST00000074792
	ENSMUST00000043419
	ENSMUST00000120689
	ENSMUST00000061457
	ENSMUST00000099277
	ENSMUST00000019987
	ENSMUST00000049138
	ENSMUST00000041080
	ENSMUST00000018803
	ENSMUST00000025752
	ENSMUST00000102880
	ENSMUST00000169748
	ENSMUST00000022585
	ENSMUST00000052776
	ENSMUST00000003642
	ENSMUST00000109220
	ENSMUST00000109546
	ENSMUST00000036951
	ENSMUST00000119968
	ENSMUST00000009120
	ENSMUST00000010434
	ENSMUST00000120733
	ENSMUST00000101551
	ENSMUST00000022416
	ENSMUST00000034830
	ENSMUST00000031366
	ENSMUST00000021824
	ENSMUST00000109097
	ENSMUST00000003946
	ENSMUST00000021552
	ENSMUST00000193287
	ENSMUST00000082152
	ENSMUST00000027929
	ENSMUST00000087143
	ENSMUST00000015816
	ENSMUST00000082439
	ENSMUST00000112436
	ENSMUST00000073575
	ENSMUST00000027748
	ENSMUST00000042861
	ENSMUST00000052932
	ENSMUST00000176149
	ENSMUST00000014370
	ENSMUST00000075657
	ENSMUST00000053459
	ENSMUST00000044195
	ENSMUST00000215311
	ENSMUST00000162554
	ENSMUST00000105861
	ENSMUST00000032335
	ENSMUST00000048988
	ENSMUST00000171929
	ENSMUST00000001043
	ENSMUST00000107245
	ENSMUST00000043907
	ENSMUST00000069580
	ENSMUST00000064364
	ENSMUST00000024739
	ENSMUST00000139129
	ENSMUST00000022993
	ENSMUST00000021818
	ENSMUST00000176600
	ENSMUST00000099678
	ENSMUST00000025702
	ENSMUST00000022977
	ENSMUST00000027846
	ENSMUST00000188641
	ENSMUST00000031288
	ENSMUST00000123491
	ENSMUST00000065329
	ENSMUST00000103221
	ENSMUST00000038193
	ENSMUST00000114882
	ENSMUST00000066439
	ENSMUST00000003442
	ENSMUST00000176228
	ENSMUST00000058210
	ENSMUST00000032080
	ENSMUST00000058300
	ENSMUST00000063879
	ENSMUST00000075447
	ENSMUST00000113979
	ENSMUST00000108023
	ENSMUST00000167998
	ENSMUST00000153148
	ENSMUST00000060061
	ENSMUST00000168847
	ENSMUST00000040336
	ENSMUST00000046663
	ENSMUST00000000058
	ENSMUST00000192511
	ENSMUST00000118317
	ENSMUST00000113200
	ENSMUST00000043843
	ENSMUST00000103064
	ENSMUST00000211129
	ENSMUST00000020550
	ENSMUST00000005504
	ENSMUST00000098350
	ENSMUST00000040261
	ENSMUST00000110378
	ENSMUST00000202988
	ENSMUST00000135192
	ENSMUST00000109135
	ENSMUST00000088307
	ENSMUST00000034091
	ENSMUST00000040320
	ENSMUST00000034883
	ENSMUST00000090380
	ENSMUST00000102621
	ENSMUST00000046533
	ENSMUST00000097680
	ENSMUST00000080537
	ENSMUST00000020107
	ENSMUST00000089018
	ENSMUST00000088786
	ENSMUST00000026572
	ENSMUST00000108304
	ENSMUST00000048665
	ENSMUST00000094151
	ENSMUST00000023219
	ENSMUST00000145701
	ENSMUST00000118525
	ENSMUST00000024599
	ENSMUST00000171031
	ENSMUST00000042365
	ENSMUST00000037044
	ENSMUST00000059341
	ENSMUST00000103111
	ENSMUST00000163419
	ENSMUST00000025053
	ENSMUST00000019611
	ENSMUST00000018645
	ENSMUST00000029405
	ENSMUST00000080418
	ENSMUST00000032920
	ENSMUST00000047232
	ENSMUST00000148843
	ENSMUST00000018711
	ENSMUST00000159081
	ENSMUST00000021715
	ENSMUST00000102574
	ENSMUST00000177113
	ENSMUST00000037623
	ENSMUST00000024123
	ENSMUST00000034048
	ENSMUST00000094646
	ENSMUST00000161538
	ENSMUST00000065600
	ENSMUST00000092096
	ENSMUST00000176250
	ENSMUST00000028117
	ENSMUST00000102593
	ENSMUST00000034827
	ENSMUST00000038913
	ENSMUST00000034159
	ENSMUST00000115513
	ENSMUST00000061372
	ENSMUST00000026459
	ENSMUST00000026173
	ENSMUST00000109975
	ENSMUST00000024042
	ENSMUST00000122259
	ENSMUST00000080560
	ENSMUST00000049089
	ENSMUST00000022212
	ENSMUST00000030644
	ENSMUST00000026150
	ENSMUST00000113066
	ENSMUST00000045887
	ENSMUST00000177916
	ENSMUST00000040616
	ENSMUST00000184572
	ENSMUST00000009003
	ENSMUST00000102604
	ENSMUST00000052865
	ENSMUST00000021790
	ENSMUST00000073388
	ENSMUST00000021539
	ENSMUST00000046916
	ENSMUST00000106102
	ENSMUST00000039922
	ENSMUST00000047226
	ENSMUST00000120381
	ENSMUST00000132158
	ENSMUST00000139049
	ENSMUST00000140920
	ENSMUST00000186485
	ENSMUST00000048688
	ENSMUST00000154553
	ENSMUST00000035430
	ENSMUST00000006367
	ENSMUST00000174545
	ENSMUST00000003029
	ENSMUST00000026665
	ENSMUST00000019268
	ENSMUST00000099223
	ENSMUST00000105866
	ENSMUST00000037748
	ENSMUST00000114399
	ENSMUST00000071057
	ENSMUST00000000958
	ENSMUST00000094324
	ENSMUST00000115633
	ENSMUST00000103195
	ENSMUST00000020490
	ENSMUST00000000451
	ENSMUST00000030069
	ENSMUST00000081591
	ENSMUST00000085678
	ENSMUST00000101627
	ENSMUST00000113028
	ENSMUST00000019927
	ENSMUST00000107922
	ENSMUST00000025278
	ENSMUST00000145910
	ENSMUST00000097493
	ENSMUST00000027237
	ENSMUST00000030436
	ENSMUST00000018246
	ENSMUST00000115995
	ENSMUST00000102638
	ENSMUST00000101560
	ENSMUST00000023220
	ENSMUST00000064230
	ENSMUST00000038422
	ENSMUST00000013262
	ENSMUST00000042452
	ENSMUST00000044911
	ENSMUST00000022062
	ENSMUST00000034398
	ENSMUST00000017629
	ENSMUST00000087714
	ENSMUST00000007814
	ENSMUST00000096987
	ENSMUST00000029085
	ENSMUST00000045388
	ENSMUST00000052740
	ENSMUST00000109235
	ENSMUST00000028551
	ENSMUST00000035844
	ENSMUST00000039557
	ENSMUST00000020931
	ENSMUST00000112558
	ENSMUST00000038600
	ENSMUST00000027602
	ENSMUST00000010348
	ENSMUST00000052183
	ENSMUST00000020220
	ENSMUST00000025181
	ENSMUST00000048657
	ENSMUST00000069180
	ENSMUST00000050029
	ENSMUST00000070761
	ENSMUST00000067680
	ENSMUST00000005003
	ENSMUST00000058981
	ENSMUST00000115154
	ENSMUST00000016400
	ENSMUST00000023882
	ENSMUST00000018810
	ENSMUST00000071423
	ENSMUST00000017443
	ENSMUST00000166615
	ENSMUST00000011492
	ENSMUST00000107624
	ENSMUST00000106391
	ENSMUST00000028511
	ENSMUST00000018337
	ENSMUST00000106267
	ENSMUST00000105290
	ENSMUST00000035560
	ENSMUST00000099374
	ENSMUST00000023813
	ENSMUST00000118544
	ENSMUST00000057293
	ENSMUST00000198400
	ENSMUST00000034187
	ENSMUST00000018569
	ENSMUST00000089140
	ENSMUST00000027853
	ENSMUST00000048490
	ENSMUST00000163100
	ENSMUST00000193254
	ENSMUST00000103193
	ENSMUST00000038775
	ENSMUST00000187531
	ENSMUST00000105608
	ENSMUST00000171143
	ENSMUST00000189772
	ENSMUST00000098845
	ENSMUST00000023687
	ENSMUST00000085311
	ENSMUST00000022228
	ENSMUST00000084530
	ENSMUST00000027434
	ENSMUST00000020681
	ENSMUST00000025826
	ENSMUST00000028796
	ENSMUST00000038831
	ENSMUST00000163048
	ENSMUST00000035776
	ENSMUST00000098782
	ENSMUST00000168423
	ENSMUST00000097227
	ENSMUST00000090973
	ENSMUST00000002518
	ENSMUST00000110276
	ENSMUST00000049005
	ENSMUST00000076840
	ENSMUST00000037788
	ENSMUST00000041382
	ENSMUST00000020315
	ENSMUST00000021596
	ENSMUST00000045247
	ENSMUST00000039894
	ENSMUST00000046418
	ENSMUST00000034991
	ENSMUST00000045791
	ENSMUST00000010536
	ENSMUST00000103217
	ENSMUST00000170872
	ENSMUST00000110142
	ENSMUST00000097694
	ENSMUST00000000466
	ENSMUST00000078525
	ENSMUST00000032963
	ENSMUST00000117160
	ENSMUST00000028880
	ENSMUST00000020683
	ENSMUST00000005964
	ENSMUST00000170580
	ENSMUST00000025177
	ENSMUST00000054002
	ENSMUST00000071562
	ENSMUST00000002808
	ENSMUST00000014640
	ENSMUST00000180154
	ENSMUST00000211649
	ENSMUST00000113239
	ENSMUST00000156859
	ENSMUST00000030311
	ENSMUST00000169838
	ENSMUST00000025050
	ENSMUST00000120135
	ENSMUST00000030842
	ENSMUST00000001339
	ENSMUST00000026008
	ENSMUST00000090433
	ENSMUST00000161600
	ENSMUST00000189220
	ENSMUST00000115320
	ENSMUST00000072206
	ENSMUST00000020908
	ENSMUST00000204965
	ENSMUST00000028384
	ENSMUST00000021130
	ENSMUST00000114430
	ENSMUST00000114909
	ENSMUST00000090553
	ENSMUST00000104933
	ENSMUST00000039327
	ENSMUST00000073339
	ENSMUST00000164756
	ENSMUST00000212075
	ENSMUST00000000287
	ENSMUST00000163499
	ENSMUST00000001834
	ENSMUST00000019614
	ENSMUST00000087211
	ENSMUST00000044158
	ENSMUST00000115151
	ENSMUST00000046875
	ENSMUST00000103120
	ENSMUST00000088010
	ENSMUST00000170516
	ENSMUST00000031099
	ENSMUST00000031411
	ENSMUST00000021285
	ENSMUST00000112494
	ENSMUST00000047436
	ENSMUST00000031447
	ENSMUST00000035177
	ENSMUST00000113278
	ENSMUST00000150434
	ENSMUST00000004057
	ENSMUST00000092956
	ENSMUST00000114372
	ENSMUST00000025924
	ENSMUST00000099691
	ENSMUST00000040576
	ENSMUST00000065896
	ENSMUST00000020522
	ENSMUST00000022322
	ENSMUST00000048377
	ENSMUST00000063562
	ENSMUST00000034632
	ENSMUST00000114276
	ENSMUST00000171470
	ENSMUST00000032429
	ENSMUST00000114200
	ENSMUST00000021049
	ENSMUST00000003512
	ENSMUST00000020552
	ENSMUST00000052999
	ENSMUST00000114160
	ENSMUST00000161074
	ENSMUST00000070877
	ENSMUST00000147632
	ENSMUST00000176102
	ENSMUST00000032376
	ENSMUST00000176701
	ENSMUST00000033609
	ENSMUST00000049583
	ENSMUST00000026635
	ENSMUST00000122044
	ENSMUST00000079360
	ENSMUST00000037401
	ENSMUST00000048854
	ENSMUST00000106454
	ENSMUST00000085792
	ENSMUST00000000642
	ENSMUST00000100655
	ENSMUST00000058154
	ENSMUST00000048653
	ENSMUST00000170438
	ENSMUST00000023217
	ENSMUST00000022586
	ENSMUST00000056889
	ENSMUST00000118152
	ENSMUST00000103075
	ENSMUST00000066497
	ENSMUST00000105600
	ENSMUST00000021335
	ENSMUST00000023312
	ENSMUST00000004910
	ENSMUST00000020896
	ENSMUST00000027493
	ENSMUST00000025567
	ENSMUST00000058793
	ENSMUST00000025811
	ENSMUST00000059680
	ENSMUST00000086635
	ENSMUST00000089049
	ENSMUST00000050410
	ENSMUST00000121805
	ENSMUST00000047627
	ENSMUST00000003720
	ENSMUST00000063577
	ENSMUST00000025925
	ENSMUST00000099278
	ENSMUST00000114896
	ENSMUST00000032309
	ENSMUST00000002891
	ENSMUST00000120547
	ENSMUST00000006838
	ENSMUST00000027266
	ENSMUST00000095014
	ENSMUST00000074989
	ENSMUST00000049343
	ENSMUST00000066279
	ENSMUST00000043897
	ENSMUST00000103114
	ENSMUST00000023686
	ENSMUST00000163095
	ENSMUST00000040069
	ENSMUST00000077642
	ENSMUST00000038920
	ENSMUST00000034615
	ENSMUST00000111303
	ENSMUST00000111289
	ENSMUST00000106746
	ENSMUST00000030296
	ENSMUST00000047521
	ENSMUST00000196950
	ENSMUST00000162606
	ENSMUST00000178110
	ENSMUST00000046633
	ENSMUST00000047085
	ENSMUST00000103147
	ENSMUST00000041364
	ENSMUST00000070210
	ENSMUST00000021548
	ENSMUST00000037649
	ENSMUST00000057481
	ENSMUST00000039476
	ENSMUST00000022871
	ENSMUST00000039803
	ENSMUST00000020643
	ENSMUST00000073312
	ENSMUST00000023191
	ENSMUST00000062893
	ENSMUST00000164199
	ENSMUST00000115645
	ENSMUST00000154330
	ENSMUST00000021595
	ENSMUST00000046094
	ENSMUST00000043200
	ENSMUST00000059462
	ENSMUST00000213276
	ENSMUST00000113869
	ENSMUST00000116547
	ENSMUST00000027989
	ENSMUST00000041589
	ENSMUST00000021991
	ENSMUST00000045026
	ENSMUST00000113360
	ENSMUST00000026607
	ENSMUST00000093299
	ENSMUST00000204224
	ENSMUST00000036473
	ENSMUST00000005066
	ENSMUST00000093456
	ENSMUST00000022612
	ENSMUST00000045665
	ENSMUST00000018691
	ENSMUST00000031695
	ENSMUST00000119976
	ENSMUST00000047075
	ENSMUST00000075242
	ENSMUST00000069195
	ENSMUST00000166044
	ENSMUST00000027186
	ENSMUST00000060579
	ENSMUST00000037341
	ENSMUST00000028755
	ENSMUST00000023580
	ENSMUST00000033873
	ENSMUST00000003450
	ENSMUST00000208253
	ENSMUST00000091609
	ENSMUST00000035242
	ENSMUST00000023689
	ENSMUST00000031143
	ENSMUST00000108531
	ENSMUST00000028329
	ENSMUST00000022593
	ENSMUST00000035495
	ENSMUST00000171456
	ENSMUST00000138356
	ENSMUST00000028328
	ENSMUST00000011058
	ENSMUST00000035673
	ENSMUST00000002172
	ENSMUST00000023154
	ENSMUST00000040106
	ENSMUST00000064910
	ENSMUST00000017622
	ENSMUST00000036470
	ENSMUST00000114468
	ENSMUST00000189137
	ENSMUST00000153627
	ENSMUST00000208199
	ENSMUST00000034369
	ENSMUST00000028087
	ENSMUST00000114270
	ENSMUST00000047835
	ENSMUST00000072154
	ENSMUST00000076052
	ENSMUST00000113690
	ENSMUST00000013294
	ENSMUST00000048139
	ENSMUST00000112680
	ENSMUST00000164259
	ENSMUST00000023684
	ENSMUST00000032820
	ENSMUST00000111899
	ENSMUST00000038039
	ENSMUST00000121137
	ENSMUST00000107075
	ENSMUST00000031289
	ENSMUST00000040577
	ENSMUST00000022256
	ENSMUST00000095786
	ENSMUST00000071065
	ENSMUST00000036991
	ENSMUST00000086643
	ENSMUST00000118557
	ENSMUST00000105406
	ENSMUST00000063042
	ENSMUST00000028200
	ENSMUST00000097527
	ENSMUST00000022063
	ENSMUST00000100329
	ENSMUST00000066039
	ENSMUST00000147545
	ENSMUST00000023050
	ENSMUST00000068879
	ENSMUST00000040873
	ENSMUST00000029490
	ENSMUST00000056246
	ENSMUST00000031309
	ENSMUST00000021239
	ENSMUST00000033671
	ENSMUST00000065163
	ENSMUST00000124745
	ENSMUST00000166750
	ENSMUST00000095396
	ENSMUST00000038739
	ENSMUST00000059155
	ENSMUST00000096069
	ENSMUST00000046144
	ENSMUST00000159962
	ENSMUST00000077605
	ENSMUST00000087435
	ENSMUST00000029459
	ENSMUST00000037615
	ENSMUST00000024757
	ENSMUST00000016081
	ENSMUST00000117192
	ENSMUST00000027193
	ENSMUST00000098444
	ENSMUST00000103234
	ENSMUST00000163377
	ENSMUST00000139666
	ENSMUST00000090243
	ENSMUST00000105367
	ENSMUST00000044851
	ENSMUST00000065889
	ENSMUST00000121869
	ENSMUST00000111838
	ENSMUST00000102849
	ENSMUST00000174490
	ENSMUST00000027425
	ENSMUST00000015891
	ENSMUST00000092430
	ENSMUST00000042923
	ENSMUST00000076615
	ENSMUST00000111665
	ENSMUST00000105916
	ENSMUST00000097563
	ENSMUST00000014642
	ENSMUST00000041544
	ENSMUST00000202576
	ENSMUST00000019701
	ENSMUST00000032842
	ENSMUST00000047721
	ENSMUST00000037399
	ENSMUST00000038091
	ENSMUST00000052825
	ENSMUST00000006912
	ENSMUST00000107896
	ENSMUST00000046288
	ENSMUST00000003818
	ENSMUST00000060792
	ENSMUST00000021532
	ENSMUST00000065398
	ENSMUST00000124968
	ENSMUST00000170111
	ENSMUST00000031378
	ENSMUST00000021956
	ENSMUST00000072141
	ENSMUST00000111263
	ENSMUST00000041240
	ENSMUST00000015622
	ENSMUST00000099739
	ENSMUST00000026318
	ENSMUST00000024733
	ENSMUST00000033154
	ENSMUST00000156481
	ENSMUST00000051934
	ENSMUST00000153510
	ENSMUST00000044271
	ENSMUST00000085109
	ENSMUST00000066882
	ENSMUST00000160197
	ENSMUST00000041042
	ENSMUST00000027528
	ENSMUST00000110297
	ENSMUST00000105847
	ENSMUST00000028426
	ENSMUST00000102500
	ENSMUST00000178696
	ENSMUST00000105840
	ENSMUST00000011398
	ENSMUST00000101405
	ENSMUST00000066650
	ENSMUST00000023069
	ENSMUST00000026585
	ENSMUST00000093393
	ENSMUST00000078687
	ENSMUST00000046502
	ENSMUST00000090678
	ENSMUST00000072607
	ENSMUST00000002839
	ENSMUST00000172306
	ENSMUST00000001479
	ENSMUST00000038863
	ENSMUST00000069604
	ENSMUST00000143987
	ENSMUST00000038374
	ENSMUST00000202651
	ENSMUST00000117633
	ENSMUST00000163754
	ENSMUST00000102800
	ENSMUST00000026043
	ENSMUST00000030074
	ENSMUST00000021158
	ENSMUST00000021147
	ENSMUST00000109554
	ENSMUST00000019615
	ENSMUST00000035142
	ENSMUST00000089174
	ENSMUST00000004381
	ENSMUST00000026135
	ENSMUST00000100770
	ENSMUST00000167004
	ENSMUST00000021689
	ENSMUST00000047144
	ENSMUST00000006559
	ENSMUST00000034121
	ENSMUST00000125763
	ENSMUST00000097618
	ENSMUST00000192535
	ENSMUST00000213813
	ENSMUST00000033839
	ENSMUST00000008032
	ENSMUST00000026976
	ENSMUST00000066983
	ENSMUST00000030702
	ENSMUST00000034060
	ENSMUST00000073127
	ENSMUST00000023132
	ENSMUST00000106257
	ENSMUST00000114321
	ENSMUST00000003620
	ENSMUST00000103212
	ENSMUST00000017981
	ENSMUST00000005336
	ENSMUST00000002655
	ENSMUST00000109731
	ENSMUST00000176500
	ENSMUST00000021592
	ENSMUST00000052249
	ENSMUST00000210390
	ENSMUST00000110294
	ENSMUST00000001845
	ENSMUST00000030626
	ENSMUST00000070000
	ENSMUST00000097588
	ENSMUST00000018005
	ENSMUST00000165201
	ENSMUST00000055655
	ENSMUST00000054308
	ENSMUST00000047611
	ENSMUST00000029938
	ENSMUST00000076654
	ENSMUST00000167374
	ENSMUST00000028499
	ENSMUST00000028608
	ENSMUST00000165566
	ENSMUST00000034243
	ENSMUST00000021157
	ENSMUST00000089688
	ENSMUST00000075693
	ENSMUST00000111566
	ENSMUST00000015605
	ENSMUST00000215683
	ENSMUST00000028250
	ENSMUST00000040833
	ENSMUST00000020804
	ENSMUST00000018449
	ENSMUST00000057798
	ENSMUST00000072916
	ENSMUST00000067664
	ENSMUST00000027626
	ENSMUST00000036742
	ENSMUST00000021514
	ENSMUST00000003445
	ENSMUST00000026387
	ENSMUST00000068407
	ENSMUST00000024930
	ENSMUST00000066352
	ENSMUST00000030202
	ENSMUST00000021424
	ENSMUST00000044478
	ENSMUST00000023851
	ENSMUST00000057844
	ENSMUST00000026427
	ENSMUST00000156333
	ENSMUST00000160342
	ENSMUST00000099274
	ENSMUST00000090782
	ENSMUST00000092569
	ENSMUST00000020755
	ENSMUST00000030128
	ENSMUST00000049032
	ENSMUST00000001126
	ENSMUST00000018476
	ENSMUST00000033927
	ENSMUST00000065103
	ENSMUST00000082402
	ENSMUST00000098070
	ENSMUST00000107262
	ENSMUST00000028295
	ENSMUST00000025590
	ENSMUST00000002911
	ENSMUST00000166472
	ENSMUST00000029380
	ENSMUST00000025314
	ENSMUST00000058109
	ENSMUST00000006104
	ENSMUST00000072113
	ENSMUST00000101014
	ENSMUST00000178113
	ENSMUST00000034411
	ENSMUST00000002923
	ENSMUST00000038558
	ENSMUST00000037853
	ENSMUST00000109392
	ENSMUST00000194641
	ENSMUST00000209141
	ENSMUST00000067065
	ENSMUST00000096119
	ENSMUST00000006451
	ENSMUST00000080359
	ENSMUST00000024897
	ENSMUST00000022744
	ENSMUST00000053266
	ENSMUST00000159814
	ENSMUST00000053467
	ENSMUST00000145614
	ENSMUST00000109744
	ENSMUST00000097776
	ENSMUST00000195749
	ENSMUST00000066587
	ENSMUST00000111067
	ENSMUST00000026039
	ENSMUST00000053737
	ENSMUST00000018429
	ENSMUST00000149248
	ENSMUST00000002699
	ENSMUST00000022894
	ENSMUST00000052778
	ENSMUST00000024778
	ENSMUST00000091263
	ENSMUST00000047910
	ENSMUST00000025421
	ENSMUST00000027121
	ENSMUST00000139517
	ENSMUST00000064314
	ENSMUST00000048774
	ENSMUST00000029120
	ENSMUST00000034776
	ENSMUST00000033012
	ENSMUST00000106108
	ENSMUST00000107600
	ENSMUST00000169172
	ENSMUST00000045986
	ENSMUST00000044858
	ENSMUST00000057043
	ENSMUST00000029367
	ENSMUST00000153983
	ENSMUST00000031554
	ENSMUST00000109563
	ENSMUST00000109558
	ENSMUST00000055242
	ENSMUST00000039881
	ENSMUST00000038671
	ENSMUST00000026190
	ENSMUST00000111153
	ENSMUST00000071023
	ENSMUST00000040381
	ENSMUST00000053699
	ENSMUST00000089651
	ENSMUST00000049348
	ENSMUST00000025444
	ENSMUST00000213647
	ENSMUST00000067689
